subjects	Activity	variable	Description
25	WALKING_UPSTAIRS	fBodyBodyGyroMag-std()	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation of magnitute of measurements of acceleration due to Gravity in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag-mean()	"Subject # 25 while WALKING_UPSTAIRS,Mean of magnitute of measurements of Body kerk acceleration in (frequency domain)"
25	WALKING_UPSTAIRS	fBodyBodyGyroJerkMag-std()	"Subject # 25 while WALKING_UPSTAIRS,Standard deviation  of magnitute of measurements of Body kerk acceleration in (frequency domain)"
25	WALKING_DOWNSTAIRS	tBodyAcc-mean()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  X axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  Y axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  Z axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAcc-std()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  X axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAcc-std()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  Y axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAcc-std()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  Z axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  X axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tGravityAcc-mean()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  Y axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tGravityAcc-mean()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  Z axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tGravityAcc-std()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tGravityAcc-std()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tGravityAcc-std()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAccJerk-mean()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAccJerk-std()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAccJerk-std()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAccJerk-std()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyro-mean()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of body angular velocity for x- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of body angular velocity for y- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyro-mean()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of body angular velocity for z- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyro-std()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of body angular velocity for x- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyro-std()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of body angular velocity for y- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyro-std()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of body angular velocity for z- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyroJerk-mean()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of the  body angular velocity Jerk for X- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyroJerk-mean()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of the  body angular velocity Jerk for Y- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyroJerk-mean()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of the  body angular velocity Jerk for Z- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyroJerk-std()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyroJerk-std()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyroJerk-std()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Standard Deviation of the  body angular velocity Jerk for Z- axis in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAccMag-mean()	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAccMag-std()	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
25	WALKING_DOWNSTAIRS	tGravityAccMag-mean()	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of acceleration due to Gravity in (time domain)"
25	WALKING_DOWNSTAIRS	tGravityAccMag-std()	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of acceleration due to Gravity in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAccJerkMag-mean()	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of Body kerk acceleration in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyAccJerkMag-std()	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of magnitute of measurements of Body kerk acceleration in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyroMag-mean()	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of body angular velocity in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyroMag-std()	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of body angular velocity in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyroJerkMag-mean()	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of Jerk  angular velocity in (time domain)"
25	WALKING_DOWNSTAIRS	tBodyGyroJerkMag-std()	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of Jerk angular velocity in (time domain)"
25	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of body angular velocity in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of body angular velocity in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of Jerk  angular velocity in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAcc-std()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of Jerk angular velocity in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAcc-std()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  X axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAcc-std()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  Y axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAccJerk-mean()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration for  Z axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAccJerk-mean()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  X axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAccJerk-mean()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  Y axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAccJerk-std()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of Body acceleration for  Z axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAccJerk-std()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  X axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAccJerk-std()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  Y axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyGyro-mean()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of   acceleration due to Gravity for  Z axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyGyro-mean()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyGyro-mean()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyGyro-std()-X	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyGyro-std()-Y	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyGyro-std()-Z	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyAccMag-std()	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-std()	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyBodyGyroMag-mean()	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of body angular velocity for x- axis in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyBodyGyroMag-std()	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of body angular velocity for y- axis in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag-mean()	"Subject # 25 while WALKING_DOWNSTAIRS,Mean of body angular velocity for z- axis in (frequency domain)"
25	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag-std()	"Subject # 25 while WALKING_DOWNSTAIRS,Standard deviation of body angular velocity for x- axis in (frequency domain)"
25	SITTING	tBodyAcc-mean()-X	"Subject # 25 while SITTING,Mean of measurements of Body acceleration for  X axis  in (time domain)"
25	SITTING	tBodyAcc-mean()-Y	"Subject # 25 while SITTING,Mean of measurements of Body acceleration for  Y axis  in (time domain)"
25	SITTING	tBodyAcc-mean()-Z	"Subject # 25 while SITTING,Mean of measurements of Body acceleration for  Z axis  in (time domain)"
25	SITTING	tBodyAcc-std()-X	"Subject # 25 while SITTING,Standard deviation  of measurements of Body acceleration for  X axis  in (time domain)"
25	SITTING	tBodyAcc-std()-Y	"Subject # 25 while SITTING,Standard deviation  of measurements of Body acceleration for  Y axis  in (time domain)"
25	SITTING	tBodyAcc-std()-Z	"Subject # 25 while SITTING,Standard deviation  of measurements of Body acceleration for  Z axis  in (time domain)"
25	SITTING	tGravityAcc-mean()-X	"Subject # 25 while SITTING,Mean of measurements of   acceleration due to Gravity for  X axis  in (time domain)"
25	SITTING	tGravityAcc-mean()-Y	"Subject # 25 while SITTING,Mean of measurements of   acceleration due to Gravity for  Y axis  in (time domain)"
25	SITTING	tGravityAcc-mean()-Z	"Subject # 25 while SITTING,Mean of measurements of   acceleration due to Gravity for  Z axis  in (time domain)"
25	SITTING	tGravityAcc-std()-X	"Subject # 25 while SITTING,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (time domain)"
25	SITTING	tGravityAcc-std()-Y	"Subject # 25 while SITTING,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (time domain)"
25	SITTING	tGravityAcc-std()-Z	"Subject # 25 while SITTING,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (time domain)"
25	SITTING	tBodyAccJerk-mean()-X	"Subject # 25 while SITTING,Mean of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
25	SITTING	tBodyAccJerk-mean()-Y	"Subject # 25 while SITTING,Mean of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
25	SITTING	tBodyAccJerk-mean()-Z	"Subject # 25 while SITTING,Mean of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
25	SITTING	tBodyAccJerk-std()-X	"Subject # 25 while SITTING,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
25	SITTING	tBodyAccJerk-std()-Y	"Subject # 25 while SITTING,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
25	SITTING	tBodyAccJerk-std()-Z	"Subject # 25 while SITTING,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
25	SITTING	tBodyGyro-mean()-X	"Subject # 25 while SITTING,Mean of body angular velocity for x- axis in (time domain)"
25	SITTING	tBodyGyro-mean()-Y	"Subject # 25 while SITTING,Mean of body angular velocity for y- axis in (time domain)"
25	SITTING	tBodyGyro-mean()-Z	"Subject # 25 while SITTING,Mean of body angular velocity for z- axis in (time domain)"
25	SITTING	tBodyGyro-std()-X	"Subject # 25 while SITTING,Standard deviation of body angular velocity for x- axis in (time domain)"
25	SITTING	tBodyGyro-std()-Y	"Subject # 25 while SITTING,Standard deviation of body angular velocity for y- axis in (time domain)"
25	SITTING	tBodyGyro-std()-Z	"Subject # 25 while SITTING,Standard deviation of body angular velocity for z- axis in (time domain)"
25	SITTING	tBodyGyroJerk-mean()-X	"Subject # 25 while SITTING,Mean of the  body angular velocity Jerk for X- axis in (time domain)"
25	SITTING	tBodyGyroJerk-mean()-Y	"Subject # 25 while SITTING,Mean of the  body angular velocity Jerk for Y- axis in (time domain)"
25	SITTING	tBodyGyroJerk-mean()-Z	"Subject # 25 while SITTING,Mean of the  body angular velocity Jerk for Z- axis in (time domain)"
25	SITTING	tBodyGyroJerk-std()-X	"Subject # 25 while SITTING,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (time domain)"
25	SITTING	tBodyGyroJerk-std()-Y	"Subject # 25 while SITTING,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (time domain)"
25	SITTING	tBodyGyroJerk-std()-Z	"Subject # 25 while SITTING,Standard Deviation of the  body angular velocity Jerk for Z- axis in (time domain)"
25	SITTING	tBodyAccMag-mean()	"Subject # 25 while SITTING,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
25	SITTING	tBodyAccMag-std()	"Subject # 25 while SITTING,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
25	SITTING	tGravityAccMag-mean()	"Subject # 25 while SITTING,Mean of magnitute of measurements of acceleration due to Gravity in (time domain)"
25	SITTING	tGravityAccMag-std()	"Subject # 25 while SITTING,Standard deviation of magnitute of measurements of acceleration due to Gravity in (time domain)"
25	SITTING	tBodyAccJerkMag-mean()	"Subject # 25 while SITTING,Mean of magnitute of measurements of Body kerk acceleration in (time domain)"
25	SITTING	tBodyAccJerkMag-std()	"Subject # 25 while SITTING,Standard deviation  of magnitute of measurements of Body kerk acceleration in (time domain)"
25	SITTING	tBodyGyroMag-mean()	"Subject # 25 while SITTING,Mean of magnitute of measurements of body angular velocity in (time domain)"
25	SITTING	tBodyGyroMag-std()	"Subject # 25 while SITTING,Standard deviation of magnitute of measurements of body angular velocity in (time domain)"
25	SITTING	tBodyGyroJerkMag-mean()	"Subject # 25 while SITTING,Mean of magnitute of measurements of Jerk  angular velocity in (time domain)"
25	SITTING	tBodyGyroJerkMag-std()	"Subject # 25 while SITTING,Standard deviation of magnitute of measurements of Jerk angular velocity in (time domain)"
